timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1698846770378,59,SendComment Load,200,"Number of samples in transaction : 5, number of failing samples : 0",sendComment-ThreadStarter 1-1,,true,,34815,2132,10,11,null,0,5473,14
1698846771147,21,GET Home page,200,,sendComment-ThreadStarter 1-1,text,true,,22667,352,10,11,http://localhost:8080/,20,0,14
1698846772586,5,POST Send Comment,200,,sendComment-ThreadStarter 1-1,text,true,,274,668,10,11,http://localhost:8080/service/guestbook,5,0,0
1698846773315,21,GET Clients,200,,sendComment-ThreadStarter 1-1,text,true,,6135,397,10,11,http://localhost:8080/clients.html,21,0,0
1698846775245,7,GET Guestbook,200,,sendComment-ThreadStarter 1-1,text,true,,4112,411,10,11,http://localhost:8080/guestbook.html,7,0,0
1698846775901,5,GET UpdateComments,200,,sendComment-ThreadStarter 1-1,text,true,,1627,304,10,11,http://localhost:8080/service/guestbook,5,0,0
1698846772166,34,SendComment Load,200,"Number of samples in transaction : 5, number of failing samples : 0",sendComment-ThreadStarter 1-2,,true,,34815,2143,10,11,null,0,4087,1
1698846772903,7,GET Home page,200,,sendComment-ThreadStarter 1-2,text,true,,22667,352,10,11,http://localhost:8080/,7,0,1
1698846773824,11,POST Send Comment,200,,sendComment-ThreadStarter 1-2,text,true,,274,679,10,11,http://localhost:8080/service/guestbook,11,0,0
1698846774651,7,GET Clients,200,,sendComment-ThreadStarter 1-2,text,true,,6135,397,10,11,http://localhost:8080/clients.html,7,0,0
1698846775566,7,GET Guestbook,200,,sendComment-ThreadStarter 1-2,text,true,,4112,411,10,11,http://localhost:8080/guestbook.html,7,0,0
1698846776279,2,GET UpdateComments,200,,sendComment-ThreadStarter 1-2,text,true,,1627,304,10,11,http://localhost:8080/service/guestbook,2,0,0
1698846770873,45,SendComment Load,200,"Number of samples in transaction : 5, number of failing samples : 0",sendComment-ThreadStarter 1-9,,true,,34815,2155,10,11,null,0,6027,3
1698846772374,8,GET Home page,200,,sendComment-ThreadStarter 1-9,text,true,,22667,352,10,11,http://localhost:8080/,8,0,3
1698846773315,22,POST Send Comment,200,,sendComment-ThreadStarter 1-9,text,true,,274,691,10,11,http://localhost:8080/service/guestbook,21,0,0
1698846774974,6,GET Clients,200,,sendComment-ThreadStarter 1-9,text,true,,6135,397,10,11,http://localhost:8080/clients.html,6,0,0
1698846776279,4,GET Guestbook,200,,sendComment-ThreadStarter 1-9,text,true,,4112,411,10,11,http://localhost:8080/guestbook.html,4,0,0
1698846776937,5,GET UpdateComments,200,,sendComment-ThreadStarter 1-9,text,true,,1627,304,10,11,http://localhost:8080/service/guestbook,5,0,0
1698846773864,25,SendComment Load,500,"Number of samples in transaction : 2, number of failing samples : 1",sendComment-ThreadStarter 1-4,,false,,23589,1189,10,11,null,0,3068,4
1698846775901,8,GET Home page,200,,sendComment-ThreadStarter 1-4,text,true,,22667,352,10,11,http://localhost:8080/,8,0,4
1698846776937,17,POST Send Comment,500,,sendComment-ThreadStarter 1-4,text,false,,922,837,10,11,http://localhost:8080/service/guestbook,17,0,0
1698846772595,41,SendComment Load,200,"Number of samples in transaction : 5, number of failing samples : 0",sendComment-ThreadStarter 1-10,,true,,34969,2278,10,11,null,0,5236,8
1698846773832,14,GET Home page,200,,sendComment-ThreadStarter 1-10,text,true,,22667,352,10,11,http://localhost:8080/,14,0,8
1698846774651,7,POST Send Comment,200,,sendComment-ThreadStarter 1-10,text,true,,274,814,10,11,http://localhost:8080/service/guestbook,7,0,0
1698846775566,7,GET Clients,200,,sendComment-ThreadStarter 1-10,text,true,,6135,397,10,11,http://localhost:8080/clients.html,7,0,0
1698846776937,8,GET Guestbook,200,,sendComment-ThreadStarter 1-10,text,true,,4112,411,10,11,http://localhost:8080/guestbook.html,8,0,0
1698846777863,5,GET UpdateComments,200,,sendComment-ThreadStarter 1-10,text,true,,1781,304,10,11,http://localhost:8080/service/guestbook,5,0,0
1698846774201,27,SendComment Load,200,"Number of samples in transaction : 5, number of failing samples : 0",sendComment-ThreadStarter 1-7,,true,,35233,2141,10,11,null,0,4125,1
1698846774205,6,GET Home page,200,,sendComment-ThreadStarter 1-7,text,true,,22667,352,10,11,http://localhost:8080/,6,0,1
1698846775566,5,POST Send Comment,200,,sendComment-ThreadStarter 1-7,text,true,,274,677,10,11,http://localhost:8080/service/guestbook,5,0,0
1698846776279,4,GET Clients,200,,sendComment-ThreadStarter 1-7,text,true,,6135,397,10,11,http://localhost:8080/clients.html,4,0,0
1698846777526,6,GET Guestbook,200,,sendComment-ThreadStarter 1-7,text,true,,4112,411,10,11,http://localhost:8080/guestbook.html,6,0,0
1698846778343,6,GET UpdateComments,200,,sendComment-ThreadStarter 1-7,text,true,,2045,304,10,11,http://localhost:8080/service/guestbook,6,0,0
1698846772912,40,SendComment Load,200,"Number of samples in transaction : 5, number of failing samples : 0",sendComment-ThreadStarter 1-3,,true,,35233,2213,10,11,null,0,5630,6
1698846774974,15,GET Home page,200,,sendComment-ThreadStarter 1-3,text,true,,22667,352,10,11,http://localhost:8080/,15,0,6
1698846775900,6,POST Send Comment,200,,sendComment-ThreadStarter 1-3,text,true,,274,749,10,11,http://localhost:8080/service/guestbook,6,0,0
1698846776504,8,GET Clients,200,,sendComment-ThreadStarter 1-3,text,true,,6135,397,10,11,http://localhost:8080/clients.html,8,0,0
1698846777863,6,GET Guestbook,200,,sendComment-ThreadStarter 1-3,text,true,,4112,411,10,11,http://localhost:8080/guestbook.html,6,0,0
1698846778569,5,GET UpdateComments,200,,sendComment-ThreadStarter 1-3,text,true,,2045,304,10,11,http://localhost:8080/service/guestbook,5,0,0
1698846774202,40,SendComment Load,200,"Number of samples in transaction : 5, number of failing samples : 0",sendComment-ThreadStarter 1-8,,true,,35233,2239,10,11,null,0,4350,5
1698846774974,15,GET Home page,200,,sendComment-ThreadStarter 1-8,text,true,,22667,352,10,11,http://localhost:8080/,15,0,5
1698846775900,5,POST Send Comment,200,,sendComment-ThreadStarter 1-8,text,true,,274,775,10,11,http://localhost:8080/service/guestbook,5,0,0
1698846776504,8,GET Clients,200,,sendComment-ThreadStarter 1-8,text,true,,6135,397,10,11,http://localhost:8080/clients.html,8,0,0
1698846777214,7,GET Guestbook,200,,sendComment-ThreadStarter 1-8,text,true,,4112,411,10,11,http://localhost:8080/guestbook.html,7,0,0
1698846778569,5,GET UpdateComments,200,,sendComment-ThreadStarter 1-8,text,true,,2045,304,10,11,http://localhost:8080/service/guestbook,5,0,0
1698846774450,48,SendComment Load,200,"Number of samples in transaction : 5, number of failing samples : 0",sendComment-ThreadStarter 1-6,,true,,35354,2112,10,11,null,0,4664,18
1698846775245,22,GET Home page,200,,sendComment-ThreadStarter 1-6,text,true,,22667,352,10,11,http://localhost:8080/,22,0,18
1698846776937,8,POST Send Comment,200,,sendComment-ThreadStarter 1-6,text,true,,274,648,10,11,http://localhost:8080/service/guestbook,8,0,0
1698846777526,6,GET Clients,200,,sendComment-ThreadStarter 1-6,text,true,,6135,397,10,11,http://localhost:8080/clients.html,6,0,0
1698846778343,7,GET Guestbook,200,,sendComment-ThreadStarter 1-6,text,true,,4112,411,10,11,http://localhost:8080/guestbook.html,7,0,0
1698846779151,5,GET UpdateComments,200,,sendComment-ThreadStarter 1-6,text,true,,2166,304,10,11,http://localhost:8080/service/guestbook,5,0,0
1698846775262,46,SendComment Load,200,"Number of samples in transaction : 5, number of failing samples : 0",sendComment-ThreadStarter 1-5,,true,,35662,2030,10,11,null,0,5309,1
1698846776505,7,GET Home page,200,,sendComment-ThreadStarter 1-5,text,true,,22667,352,10,11,http://localhost:8080/,7,0,1
1698846777526,19,POST Send Comment,200,,sendComment-ThreadStarter 1-5,text,true,,274,566,10,11,http://localhost:8080/service/guestbook,19,0,0
1698846779151,5,GET Clients,200,,sendComment-ThreadStarter 1-5,text,true,,6135,397,10,11,http://localhost:8080/clients.html,5,0,0
1698846779899,7,GET Guestbook,200,,sendComment-ThreadStarter 1-5,text,true,,4112,411,10,11,http://localhost:8080/guestbook.html,6,0,0
1698846780605,8,GET UpdateComments,200,,sendComment-ThreadStarter 1-5,text,true,,2474,304,10,11,http://localhost:8080/service/guestbook,8,0,0
1698846776958,33,SendComment Load,200,"Number of samples in transaction : 5, number of failing samples : 0",sendComment-ThreadStarter 1-4,,true,,35740,2204,10,11,null,0,4234,2
1698846777863,6,GET Home page,200,,sendComment-ThreadStarter 1-4,text,true,,22667,352,10,11,http://localhost:8080/,6,0,2
1698846778880,7,POST Send Comment,200,,sendComment-ThreadStarter 1-4,text,true,,274,740,10,11,http://localhost:8080/service/guestbook,7,0,0
1698846779586,8,GET Clients,200,,sendComment-ThreadStarter 1-4,text,true,,6135,397,10,11,http://localhost:8080/clients.html,8,0,0
1698846780301,7,GET Guestbook,200,,sendComment-ThreadStarter 1-4,text,true,,4112,411,10,11,http://localhost:8080/guestbook.html,7,0,0
1698846781217,5,GET UpdateComments,200,,sendComment-ThreadStarter 1-4,text,true,,2552,304,10,11,http://localhost:8080/service/guestbook,5,0,0
1698846775911,42,SendComment Load,200,"Number of samples in transaction : 5, number of failing samples : 0",sendComment-ThreadStarter 1-1,,true,,35838,2195,10,11,null,0,5587,3
